From,To,Day,Time,Distance,Duration
Venaria,Torino,2024-09-02,08:23:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:24:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:25:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:26:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:27:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:28:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:29:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:30:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:31:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:32:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:33:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:34:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:35:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:36:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:37:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:38:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:39:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:40:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:41:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:42:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:43:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:44:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:45:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:46:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:47:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:48:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:49:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:50:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:51:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:52:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:53:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:54:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:55:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:56:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:57:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:58:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,08:59:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:00:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:01:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:02:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:03:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:04:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:05:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:06:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:07:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:08:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:09:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:10:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:11:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:12:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:13:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:14:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:15:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:16:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:17:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:18:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:19:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:20:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:21:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:22:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:23:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:24:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:25:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:26:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:27:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:28:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:29:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:30:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:31:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:32:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:33:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:34:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:35:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:36:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:37:00,12.4 km,22 mins
Venaria,Torino,2024-09-02,09:38:00,12.4 km,22 mins
Settimo,Torino,2024-09-02,08:00:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:01:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:02:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:03:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:04:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:05:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:06:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:07:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:08:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:09:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:10:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:11:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:12:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:13:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:14:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:15:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:16:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:17:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:18:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:19:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:20:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:21:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:22:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:23:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:24:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:25:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:26:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:27:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:28:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:29:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:30:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:31:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:32:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:33:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:34:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:35:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:36:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:37:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:38:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:39:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:40:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:41:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:42:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:43:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:44:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:45:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:46:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:47:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:48:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:49:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:50:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:51:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:52:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:53:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:54:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:55:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:56:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:57:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:58:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,08:59:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:00:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:01:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:02:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:03:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:04:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:05:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:06:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:07:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:08:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:09:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:10:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:11:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:12:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:13:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:14:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:15:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:16:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:17:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:18:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:19:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:20:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:21:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:22:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:23:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:24:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:25:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:26:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:27:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:28:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:29:00,16.4 km,30 mins
Settimo,Torino,2024-09-02,09:30:00,16.4 km,30 mins
Chieri,Torino,2024-09-02,08:00:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:01:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:02:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:03:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:04:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:05:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:06:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:07:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:08:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:09:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:10:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:11:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:12:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:13:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:14:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:15:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:16:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:17:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:18:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:19:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:20:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:21:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:22:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:23:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:24:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:25:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:26:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:27:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:28:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:29:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:30:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:31:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:32:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:33:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:34:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:35:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:36:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:37:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:38:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:39:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:40:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:41:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:42:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:43:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:44:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:45:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:46:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:47:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:48:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:49:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:50:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:51:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:52:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:53:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:54:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:55:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:56:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:57:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:58:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,08:59:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:00:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:01:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:02:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:03:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:04:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:05:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:06:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:07:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:08:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:09:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:10:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:11:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:12:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:13:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:14:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:15:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:16:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:17:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:18:00,18.9 km,41 mins
Chieri,Torino,2024-09-02,09:19:00,18.9 km,41 mins
Moncalieri,Torino,2024-09-02,08:00:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:01:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:02:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:03:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:04:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:05:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:06:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:07:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:08:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:09:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:10:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:11:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:12:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:13:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:14:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:15:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:16:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:17:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:18:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:19:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:20:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:21:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:22:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:23:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:24:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:25:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:26:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:27:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:28:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:29:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:30:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:31:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:32:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:33:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:34:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:35:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:36:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:37:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:38:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:39:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:40:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:41:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:42:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:43:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:44:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:45:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:46:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:47:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:48:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:49:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:50:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:51:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:52:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:53:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:54:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:55:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:56:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:57:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:58:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,08:59:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:00:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:01:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:02:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:03:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:04:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:05:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:06:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:07:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:08:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:09:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:10:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:11:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:12:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:13:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:14:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:15:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:16:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:17:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:18:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:19:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:20:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:21:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:22:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:23:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:24:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:25:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:26:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:27:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:28:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:29:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:30:00,9.7 km,29 mins
Moncalieri,Torino,2024-09-02,09:31:00,9.7 km,29 mins
Chieri,Moncalieri,2024-09-02,08:00:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:01:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:02:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:03:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:04:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:05:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:06:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:07:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:08:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:09:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:10:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:11:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:12:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:13:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:14:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:15:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:16:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:17:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:18:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:19:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:20:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:21:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:22:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:23:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:24:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:25:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:26:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:27:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:28:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:29:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:30:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:31:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:32:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:33:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:34:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:35:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:36:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:37:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:38:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:39:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:40:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:41:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:42:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:43:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:44:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:45:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:46:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:47:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:48:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:49:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:50:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:51:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:52:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:53:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:54:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:55:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:56:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:57:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:58:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,08:59:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,09:00:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,09:01:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,09:02:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,09:03:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,09:04:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,09:05:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,09:06:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,09:07:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,09:08:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,09:09:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,09:10:00,18.8 km,24 mins
Chieri,Moncalieri,2024-09-02,09:11:00,18.8 km,24 mins
